2025-01-28 01:46:48.834 [warning] Dir "/home/marty_jehng/.pixi/envs" is not watchable (directory does not exist)
2025-01-28 02:07:53.174 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 02:07:56.114 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 02:07:58.858 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 02:08:01.752 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 02:08:03.130 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 02:08:56.831 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 02:08:59.774 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 02:09:01.141 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 02:09:02.353 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 02:09:03.527 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 02:27:19.400 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 02:27:24.067 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 02:29:57.140 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 02:30:00.770 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 02:34:53.893 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 02:34:55.968 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 02:37:20.756 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 02:37:23.038 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 03:07:21.880 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 03:07:38.256 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 03:07:44.105 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 03:07:47.092 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 03:14:58.011 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 03:14:59.683 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 03:15:20.243 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 03:26:18.657 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 03:26:19.690 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 03:26:21.138 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 03:26:22.622 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 03:26:27.620 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 03:26:38.953 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 03:26:50.057 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 03:26:57.890 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 03:27:04.723 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 03:33:12.655 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 03:37:52.427 [info] Discover tests for workspace name: undefined - uri: /User/settings.json
2025-01-28 03:46:17.961 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 03:46:30.952 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 03:56:24.504 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 03:56:55.533 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
2025-01-28 03:59:34.790 [info] Discover tests for workspace name: marty_jehng - uri: /home/marty_jehng/main.py
